population_group,measure,location,sex,age,cause,metric,year,val,upper,lower
All Population,Prevalence,United Republic of Tanzania,Female,Age-standardized,Attention-deficit/hyperactivity disorder,Percent,2021,0.0066077660443591,0.0092369265887229,0.0045466353963129
All Population,Prevalence,United Republic of Tanzania,Male,Age-standardized,Conduct disorder,Percent,2021,0.0078828151418246,0.0098283196428052,0.0061447306317185
All Population,Prevalence,United Republic of Tanzania,Female,Age-standardized,Conduct disorder,Percent,2021,0.0039598610588763,0.0052917737724811,0.0027658260425827
All Population,Prevalence,United Republic of Tanzania,Male,Age-standardized,Idiopathic developmental intellectual disability,Percent,2021,0.0026664436267697,0.0068132840771865,0.0004760760243544
All Population,Prevalence,United Republic of Tanzania,Female,Age-standardized,Idiopathic developmental intellectual disability,Percent,2021,0.00255471858901,0.0055823037266469,0.0006566060173235
All Population,Prevalence,United Republic of Tanzania,Male,Age-standardized,Other mental disorders,Percent,2021,0.0184648370830738,0.023057272566014,0.0144241446525866
All Population,Prevalence,United Republic of Tanzania,Female,Age-standardized,Other mental disorders,Percent,2021,0.0123995407435667,0.0157845117170071,0.0097411909182102
All Population,Prevalence,North Macedonia,Male,Age-standardized,Autism spectrum disorders,Percent,2021,0.0096834450680483,0.0174265086828297,0.0048023233542034
All Population,Prevalence,North Macedonia,Female,Age-standardized,Autism spectrum disorders,Percent,2021,0.0036329957226472,0.0065822366011776,0.0017734207825888
All Population,Prevalence,North Macedonia,Male,Age-standardized,Attention-deficit/hyperactivity disorder,Percent,2021,0.0086789265658098,0.0124274677797289,0.0061090664468955
All Population,Prevalence,North Macedonia,Female,Age-standardized,Attention-deficit/hyperactivity disorder,Percent,2021,0.0033635518538642,0.0046967522335263,0.0023115875821198
All Population,Prevalence,North Macedonia,Male,Age-standardized,Conduct disorder,Percent,2021,0.0077542930110263,0.0096590065629332,0.0058548865103588
All Population,Prevalence,North Macedonia,Female,Age-standardized,Conduct disorder,Percent,2021,0.0040872089297254,0.005386771208327,0.0028248566201184
All Population,Prevalence,North Macedonia,Male,Age-standardized,Idiopathic developmental intellectual disability,Percent,2021,0.0120387462167261,0.0218459453388442,0.0055836686508971
All Population,Prevalence,North Macedonia,Female,Age-standardized,Idiopathic developmental intellectual disability,Percent,2021,0.0103456223357847,0.017848119844516,0.0057355359369403
All Population,Prevalence,North Macedonia,Male,Age-standardized,Other mental disorders,Percent,2021,0.0192758229158612,0.0240681012001364,0.015061138172066
All Population,Prevalence,North Macedonia,Female,Age-standardized,Other mental disorders,Percent,2021,0.0128400662567365,0.016398564715068,0.0101210591189065
All Population,Prevalence,Solomon Islands,Male,Age-standardized,Depressive disorders,Percent,2021,0.0378036003459578,0.0520677813923662,0.0271084114300688
All Population,Prevalence,Solomon Islands,Female,Age-standardized,Depressive disorders,Percent,2021,0.03736819710809,0.0500534151122251,0.0273954925391974
All Population,Prevalence,Solomon Islands,Male,Age-standardized,Bipolar disorder,Percent,2021,0.0037668286235794,0.0048981040316461,0.0030131513057654
All Population,Prevalence,Solomon Islands,Female,Age-standardized,Bipolar disorder,Percent,2021,0.0037930150465253,0.0048309018904523,0.0030245456035181
All Population,Prevalence,Solomon Islands,Male,Age-standardized,Anxiety disorders,Percent,2021,0.0347956709955089,0.0512836867493474,0.0261651290744271
All Population,Prevalence,Solomon Islands,Female,Age-standardized,Anxiety disorders,Percent,2021,0.0481952484047924,0.0668942189402149,0.036480020122505
All Population,Prevalence,Solomon Islands,Male,Age-standardized,Eating disorders,Percent,2021,0.0006983393857671,0.0010094198153806,0.0005241173911035
All Population,Prevalence,Solomon Islands,Female,Age-standardized,Eating disorders,Percent,2021,0.0015699111305804,0.0020803963744781,0.001219168446014
All Population,Prevalence,Solomon Islands,Male,Age-standardized,Autism spectrum disorders,Percent,2021,0.008882495293477,0.0152866031866811,0.0047333826190995
All Population,Prevalence,Solomon Islands,Female,Age-standardized,Autism spectrum disorders,Percent,2021,0.0032189071270663,0.0053169113386439,0.001790087077264
All Population,Prevalence,Solomon Islands,Male,Age-standardized,Attention-deficit/hyperactivity disorder,Percent,2021,0.0128412549505363,0.0179187977624908,0.0088794840568001
All Population,Prevalence,Solomon Islands,Female,Age-standardized,Attention-deficit/hyperactivity disorder,Percent,2021,0.0047179113225591,0.0066191486948169,0.0032825843845846
All Population,Prevalence,Ireland,Male,Age-standardized,Schizophrenia,Percent,2021,0.0038841777927648,0.0048424554951082,0.0029788195947414
All Population,Prevalence,Ireland,Female,Age-standardized,Schizophrenia,Percent,2021,0.0031902821008372,0.0039181947631538,0.0025132432581195
All Population,Prevalence,Côte d'Ivoire,Male,Age-standardized,Idiopathic developmental intellectual disability,Percent,2021,0.0028262790587123,0.0073074227200436,0.0005053137676207
All Population,Prevalence,Côte d'Ivoire,Female,Age-standardized,Idiopathic developmental intellectual disability,Percent,2021,0.0025974987956547,0.005817936475228,0.0007128840452853
All Population,Prevalence,Côte d'Ivoire,Male,Age-standardized,Other mental disorders,Percent,2021,0.0184009789372471,0.0230085199007024,0.0144388216331717
All Population,Prevalence,Côte d'Ivoire,Female,Age-standardized,Other mental disorders,Percent,2021,0.0123802264571648,0.0158065238960025,0.0097372423524137
All Population,Prevalence,Serbia,Male,Age-standardized,Depressive disorders,Percent,2021,0.0227685287504548,0.0275214546060974,0.0192794884195421
All Population,Prevalence,Serbia,Female,Age-standardized,Depressive disorders,Percent,2021,0.0329304361702747,0.0390951036330225,0.0279342820750433
All Population,Prevalence,Nicaragua,Male,Age-standardized,Schizophrenia,Percent,2021,0.0036062831160301,0.0044184254884511,0.0028196294694842
All Population,Prevalence,Nicaragua,Female,Age-standardized,Schizophrenia,Percent,2021,0.0033442270269946,0.0040763743043838,0.0025634847749383
All Population,Prevalence,Jamaica,Male,Age-standardized,Schizophrenia,Percent,2021,0.0036362135964726,0.004526078256125,0.0028442141479002
All Population,Prevalence,Jamaica,Female,Age-standardized,Schizophrenia,Percent,2021,0.0031657728370596,0.0039474115565448,0.0024646736251571
All Population,Prevalence,Namibia,Male,Age-standardized,Schizophrenia,Percent,2021,0.0029603372962344,0.003664736818636,0.0022755942343312
All Population,Prevalence,Namibia,Female,Age-standardized,Schizophrenia,Percent,2021,0.002895849444549,0.0035720595515834,0.0022509646314732
All Population,Prevalence,Namibia,Male,Age-standardized,Depressive disorders,Percent,2021,0.0317169860106479,0.0388793024542974,0.0259698302188424
All Population,Prevalence,Namibia,Female,Age-standardized,Depressive disorders,Percent,2021,0.0333275862170908,0.0404694207799285,0.0280124172417634
All Population,Prevalence,Namibia,Male,Age-standardized,Bipolar disorder,Percent,2021,0.004623518835489,0.0059174869564617,0.0036322722784236
All Population,Prevalence,Namibia,Female,Age-standardized,Bipolar disorder,Percent,2021,0.0048135751227872,0.0061621535601505,0.0038058824069954
All Population,Prevalence,Namibia,Male,Age-standardized,Anxiety disorders,Percent,2021,0.0424529305540039,0.0538026657896844,0.0319440907600494
All Population,Prevalence,Namibia,Female,Age-standardized,Anxiety disorders,Percent,2021,0.057392339676812,0.0734960736640951,0.0440669478213093
All Population,Prevalence,Viet Nam,Male,Age-standardized,Schizophrenia,Percent,2021,0.003403301258984,0.0041397639948808,0.002688103152703
All Population,Prevalence,Viet Nam,Female,Age-standardized,Schizophrenia,Percent,2021,0.0031322271971991,0.0038082646591584,0.0024814387541735
All Population,Prevalence,Viet Nam,Male,Age-standardized,Depressive disorders,Percent,2021,0.0200239752987548,0.0243615665059211,0.0167439406011491
All Population,Prevalence,Viet Nam,Female,Age-standardized,Depressive disorders,Percent,2021,0.0310859512918022,0.0378012712745266,0.0260648227927063
All Population,Prevalence,Viet Nam,Male,Age-standardized,Bipolar disorder,Percent,2021,0.0031503639310335,0.0040080639386836,0.0024925117544047
All Population,Prevalence,Viet Nam,Female,Age-standardized,Bipolar disorder,Percent,2021,0.0032689746040645,0.0041841816364081,0.0026061766837363
All Population,Prevalence,Viet Nam,Male,Age-standardized,Anxiety disorders,Percent,2021,0.0147261172846481,0.0182729458992666,0.0114489647369951
All Population,Prevalence,Viet Nam,Female,Age-standardized,Anxiety disorders,Percent,2021,0.0257000901032452,0.0307087478307316,0.0202631437345589
All Population,Prevalence,Viet Nam,Male,Age-standardized,Eating disorders,Percent,2021,0.0008385827492966,0.0011738126818933,0.0006291603893759
All Population,Prevalence,Viet Nam,Female,Age-standardized,Eating disorders,Percent,2021,0.0021644006533655,0.0028122133913551,0.0016784271216636
All Population,Prevalence,Viet Nam,Male,Age-standardized,Autism spectrum disorders,Percent,2021,0.0090994528675757,0.0133583199274872,0.0068263502953173
All Population,Prevalence,Viet Nam,Female,Age-standardized,Autism spectrum disorders,Percent,2021,0.0028939649119222,0.0044559430665043,0.0018839745091062
All Population,Prevalence,Viet Nam,Male,Age-standardized,Attention-deficit/hyperactivity disorder,Percent,2021,0.0042597247980586,0.0059676097064333,0.0029715400572549
All Population,Prevalence,Viet Nam,Female,Age-standardized,Attention-deficit/hyperactivity disorder,Percent,2021,0.0014789086709946,0.0022258673947795,0.000957997595813
All Population,Prevalence,Viet Nam,Male,Age-standardized,Conduct disorder,Percent,2021,0.0052798972677212,0.0068879039642618,0.0038181181827946
All Population,Prevalence,Viet Nam,Female,Age-standardized,Conduct disorder,Percent,2021,0.0024612542075418,0.0032878083470334,0.0016904715831281
All Population,Prevalence,Viet Nam,Male,Age-standardized,Idiopathic developmental intellectual disability,Percent,2021,0.0024250280757846,0.0058102796132628,0.0004705589717735
All Population,Prevalence,Viet Nam,Female,Age-standardized,Idiopathic developmental intellectual disability,Percent,2021,0.0091662493208255,0.0159045493949772,0.0045435655781796
All Population,Prevalence,Indonesia,Male,Age-standardized,Autism spectrum disorders,Percent,2021,0.0089692420930582,0.0163637318231751,0.0044632895019255
All Population,Prevalence,Indonesia,Female,Age-standardized,Autism spectrum disorders,Percent,2021,0.0031320238954174,0.0057201926338741,0.0015644542532333
All Population,Prevalence,Indonesia,Male,Age-standardized,Attention-deficit/hyperactivity disorder,Percent,2021,0.0056500008313333,0.0079108831313156,0.0039997406064052
All Population,Prevalence,Indonesia,Female,Age-standardized,Attention-deficit/hyperactivity disorder,Percent,2021,0.0023196511147418,0.0032934433960568,0.0015535059613262
All Population,Prevalence,Indonesia,Male,Age-standardized,Conduct disorder,Percent,2021,0.0062701912181487,0.0080693231571223,0.0045727759901243
All Population,Prevalence,Indonesia,Female,Age-standardized,Conduct disorder,Percent,2021,0.0031631826910481,0.0042713953737634,0.0021522685569051
All Population,Prevalence,Indonesia,Male,Age-standardized,Idiopathic developmental intellectual disability,Percent,2021,0.0067057412984576,0.0129502212728535,0.0026736969059284
All Population,Prevalence,Indonesia,Female,Age-standardized,Idiopathic developmental intellectual disability,Percent,2021,0.0106725500265096,0.0175810235807866,0.0057883710485003
All Population,Prevalence,Indonesia,Male,Age-standardized,Other mental disorders,Percent,2021,0.0175778135201826,0.022213823122388,0.013928760127933
All Population,Prevalence,Indonesia,Female,Age-standardized,Other mental disorders,Percent,2021,0.01188621542145,0.0147639752770172,0.0093604385067487
All Population,Prevalence,Mali,Male,Age-standardized,Schizophrenia,Percent,2021,0.0029177848892802,0.0036404834991557,0.0022734001233879
All Population,Prevalence,Mali,Female,Age-standardized,Schizophrenia,Percent,2021,0.0029498373935125,0.0036842220561332,0.0022880451468111
All Population,Prevalence,Serbia,Male,Age-standardized,Bipolar disorder,Percent,2021,0.0048038777324232,0.0061082666433049,0.0038468849659165
All Population,Prevalence,Serbia,Female,Age-standardized,Bipolar disorder,Percent,2021,0.0051531804796523,0.0066322965715319,0.0040176753376024
All Population,Prevalence,Serbia,Male,Age-standardized,Anxiety disorders,Percent,2021,0.0458918649573156,0.0616342382848595,0.0350347429111632
All Population,Prevalence,Serbia,Female,Age-standardized,Anxiety disorders,Percent,2021,0.086761822991051,0.1133347099644415,0.0677676738537925
All Population,Prevalence,Serbia,Male,Age-standardized,Eating disorders,Percent,2021,0.0013527856325879,0.0019016940823625,0.0010023387344752
All Population,Prevalence,Serbia,Female,Age-standardized,Eating disorders,Percent,2021,0.0031954094796807,0.0042189813597239,0.0024463388488379
All Population,Prevalence,Serbia,Male,Age-standardized,Autism spectrum disorders,Percent,2021,0.0101568502945016,0.018401217521894,0.0050013470375035
All Population,Prevalence,Serbia,Female,Age-standardized,Autism spectrum disorders,Percent,2021,0.0038243744857621,0.0069688044233664,0.0018635634805268
All Population,Prevalence,Serbia,Male,Age-standardized,Attention-deficit/hyperactivity disorder,Percent,2021,0.0087263655505473,0.0125101452928299,0.0061715511741788
All Population,Prevalence,Serbia,Female,Age-standardized,Attention-deficit/hyperactivity disorder,Percent,2021,0.0033941370674033,0.0047518473676506,0.0023309899845476
All Population,Prevalence,Serbia,Male,Age-standardized,Conduct disorder,Percent,2021,0.0077967154385302,0.0097859004869089,0.005875159947394
All Population,Prevalence,Serbia,Female,Age-standardized,Conduct disorder,Percent,2021,0.0041244725890513,0.0054266624521096,0.0028516690824909
All Population,Prevalence,Serbia,Male,Age-standardized,Idiopathic developmental intellectual disability,Percent,2021,0.0127835035388995,0.0238949424663237,0.0058223126614602
All Population,Prevalence,Serbia,Female,Age-standardized,Idiopathic developmental intellectual disability,Percent,2021,0.0104954587563103,0.0179658845831524,0.0055262612899655
All Population,Prevalence,Serbia,Male,Age-standardized,Other mental disorders,Percent,2021,0.0193809450421933,0.0242718908445998,0.0152066816100817
All Population,Prevalence,Serbia,Female,Age-standardized,Other mental disorders,Percent,2021,0.0129573480765031,0.0165419860836836,0.0102042453004441
All Population,Prevalence,Slovenia,Male,Age-standardized,Schizophrenia,Percent,2021,0.0034296764712924,0.0042029993929669,0.0026448935006058
All Population,Prevalence,Slovenia,Female,Age-standardized,Schizophrenia,Percent,2021,0.0031290459055073,0.0038684865632817,0.0024933970665647
All Population,Prevalence,Slovenia,Male,Age-standardized,Depressive disorders,Percent,2021,0.0214654485746665,0.0253591775628198,0.0184206051993406
All Population,Prevalence,Slovenia,Female,Age-standardized,Depressive disorders,Percent,2021,0.0352886491356249,0.0405102105681471,0.0311296918313944
All Population,Prevalence,Cuba,Male,Age-standardized,Schizophrenia,Percent,2021,0.0036724762528603,0.0045474196824735,0.0028686415443475
All Population,Prevalence,Cuba,Female,Age-standardized,Schizophrenia,Percent,2021,0.0032629693158289,0.0039804523933013,0.00256786468547
All Population,Prevalence,Cuba,Male,Age-standardized,Depressive disorders,Percent,2021,0.0285413344894022,0.034978386037421,0.0237947636128015
All Population,Prevalence,Cuba,Female,Age-standardized,Depressive disorders,Percent,2021,0.0495501277916249,0.0599321561760173,0.0414333752592392
All Population,Prevalence,Mali,Male,Age-standardized,Depressive disorders,Percent,2021,0.0308790261727736,0.0374558447946135,0.0255005156870664
All Population,Prevalence,Mali,Female,Age-standardized,Depressive disorders,Percent,2021,0.0424801190950646,0.0515879682085837,0.035517486464781
All Population,Prevalence,Mali,Male,Age-standardized,Bipolar disorder,Percent,2021,0.0045062481539123,0.005752658830363,0.0035253128386411
All Population,Prevalence,Mali,Female,Age-standardized,Bipolar disorder,Percent,2021,0.0046559303701365,0.0059531573328807,0.0037414926422665
All Population,Prevalence,Mali,Male,Age-standardized,Anxiety disorders,Percent,2021,0.053551349648866,0.0683605928134659,0.0423896057510953
All Population,Prevalence,Mali,Female,Age-standardized,Anxiety disorders,Percent,2021,0.0799032863411664,0.1049881553725431,0.0620482744858018
All Population,Prevalence,Mali,Male,Age-standardized,Eating disorders,Percent,2021,0.0006814425769921,0.0009597129148287,0.0005088549607702
All Population,Prevalence,Mali,Female,Age-standardized,Eating disorders,Percent,2021,0.001668873445653,0.0021581441412456,0.0012836483152607
All Population,Prevalence,Croatia,Male,Age-standardized,Schizophrenia,Percent,2021,0.0033559181170489,0.00414906160042,0.0026573519235849
All Population,Prevalence,Croatia,Female,Age-standardized,Schizophrenia,Percent,2021,0.0030871947845809,0.003828033480039,0.002424530117109
All Population,Prevalence,Malaysia,Male,Age-standardized,Schizophrenia,Percent,2021,0.0035341642480893,0.0043656931158463,0.002773239712378
All Population,Prevalence,Malaysia,Female,Age-standardized,Schizophrenia,Percent,2021,0.0031275531086293,0.0038802113556474,0.0024345305978478
All Population,Prevalence,Georgia,Male,Age-standardized,Schizophrenia,Percent,2021,0.0031368705793725,0.0039216967745446,0.0024660868777801
All Population,Prevalence,Georgia,Female,Age-standardized,Schizophrenia,Percent,2021,0.0030441009691196,0.0037876984313526,0.0024239565301006
All Population,Prevalence,Yemen,Male,Age-standardized,Attention-deficit/hyperactivity disorder,Percent,2021,0.0095962810793052,0.0133017910104801,0.0067526014258184
All Population,Prevalence,Yemen,Female,Age-standardized,Attention-deficit/hyperactivity disorder,Percent,2021,0.002872345744708,0.004039638527199,0.0019683326721727
All Population,Prevalence,Yemen,Male,Age-standardized,Conduct disorder,Percent,2021,0.0062103770758568,0.0080929674305478,0.0046252368232695
All Population,Prevalence,Yemen,Female,Age-standardized,Conduct disorder,Percent,2021,0.0025904302057386,0.0034747896531199,0.0017976864335603
All Population,Prevalence,Yemen,Male,Age-standardized,Idiopathic developmental intellectual disability,Percent,2021,0.0101228105399015,0.019177805708343,0.0042414961288602
All Population,Prevalence,Yemen,Female,Age-standardized,Idiopathic developmental intellectual disability,Percent,2021,0.0084067773356773,0.0151685713411804,0.0037401814385086
All Population,Prevalence,Yemen,Male,Age-standardized,Other mental disorders,Percent,2021,0.0182473501764765,0.0227629502801881,0.0143038828283048
All Population,Prevalence,Yemen,Female,Age-standardized,Other mental disorders,Percent,2021,0.0123091522691375,0.0157208892984977,0.0096628266695507
All Population,Prevalence,Republic of Korea,Male,Age-standardized,Schizophrenia,Percent,2021,0.0038819530338054,0.0040646225394811,0.0037191094137087
All Population,Prevalence,Republic of Korea,Female,Age-standardized,Schizophrenia,Percent,2021,0.0027563632547559,0.0029304256723256,0.0025718957464144
All Population,Prevalence,Italy,Male,Age-standardized,Bipolar disorder,Percent,2021,0.0052489926492598,0.0062147386455393,0.0044816372062665
All Population,Prevalence,Italy,Female,Age-standardized,Bipolar disorder,Percent,2021,0.0064026251142277,0.0075310941174291,0.0054648103396263
All Population,Prevalence,Italy,Male,Age-standardized,Anxiety disorders,Percent,2021,0.0589444436662504,0.0772661923290904,0.043503167175652
All Population,Prevalence,Italy,Female,Age-standardized,Anxiety disorders,Percent,2021,0.1025589369459691,0.134283921311831,0.0757610954064894
All Population,Prevalence,Italy,Male,Age-standardized,Eating disorders,Percent,2021,0.0028829960093144,0.0038539088977405,0.0021621901504744
All Population,Prevalence,Italy,Female,Age-standardized,Eating disorders,Percent,2021,0.0074052096536317,0.0098073375729298,0.0057949794852582
All Population,Prevalence,Italy,Male,Age-standardized,Autism spectrum disorders,Percent,2021,0.0136889432729234,0.0230543494159988,0.007665734006933
All Population,Prevalence,Italy,Female,Age-standardized,Autism spectrum disorders,Percent,2021,0.0046926610446671,0.007874075446404,0.0025140652679693
All Population,Prevalence,Italy,Male,Age-standardized,Attention-deficit/hyperactivity disorder,Percent,2021,0.0207307667908971,0.0285299287751158,0.0149952520099513
All Population,Prevalence,Italy,Female,Age-standardized,Attention-deficit/hyperactivity disorder,Percent,2021,0.0044255222262933,0.006205610312141,0.0030551760041438
All Population,Prevalence,Italy,Male,Age-standardized,Conduct disorder,Percent,2021,0.0091616024489016,0.0113277554804237,0.0069696349292434
All Population,Prevalence,Italy,Female,Age-standardized,Conduct disorder,Percent,2021,0.0050524419460133,0.0066516778889889,0.0035766334392069
All Population,Prevalence,Italy,Male,Age-standardized,Idiopathic developmental intellectual disability,Percent,2021,0.0032160042249032,0.0076192658660322,0.0006284461810075
All Population,Prevalence,Italy,Female,Age-standardized,Idiopathic developmental intellectual disability,Percent,2021,0.0038902063888714,0.007546022887062,0.0015134421002371
All Population,Prevalence,Italy,Male,Age-standardized,Other mental disorders,Percent,2021,0.0200489241526405,0.0252295418296705,0.0157232070815933
All Population,Prevalence,Italy,Female,Age-standardized,Other mental disorders,Percent,2021,0.0127676666036784,0.0159263114502215,0.0102263149515395
All Population,Prevalence,Bolivia (Plurinational State of),Male,Age-standardized,Schizophrenia,Percent,2021,0.0026876428239689,0.0033108089828779,0.002113917329601
All Population,Prevalence,Bolivia (Plurinational State of),Female,Age-standardized,Schizophrenia,Percent,2021,0.0022475858675778,0.0027739231534698,0.0017450353908357
All Population,Prevalence,Chile,Male,Age-standardized,Depressive disorders,Percent,2021,0.035287473810167,0.0475895886894009,0.0255600566270414
All Population,Prevalence,Chile,Female,Age-standardized,Depressive disorders,Percent,2021,0.0664913329285673,0.089593148161242,0.0488184425168585
All Population,Prevalence,Chile,Male,Age-standardized,Bipolar disorder,Percent,2021,0.006222520453705,0.0082072762347559,0.0048591268009176
All Population,Prevalence,Chile,Female,Age-standardized,Bipolar disorder,Percent,2021,0.010170926191659,0.012885426711636,0.0078621785175871
All Population,Prevalence,Chile,Male,Age-standardized,Anxiety disorders,Percent,2021,0.0620048907939518,0.0792993589131508,0.0461912143562429
All Population,Prevalence,Chile,Female,Age-standardized,Anxiety disorders,Percent,2021,0.1118113022814291,0.144764084849971,0.0854873111443455
All Population,Prevalence,Chile,Male,Age-standardized,Eating disorders,Percent,2021,0.002372258693062,0.0032753237363938,0.0017581490143252
All Population,Prevalence,Chile,Female,Age-standardized,Eating disorders,Percent,2021,0.0057846286673882,0.0076579357105097,0.0044558818565822
All Population,Prevalence,Chile,Male,Age-standardized,Autism spectrum disorders,Percent,2021,0.0154746025589113,0.0258898204766945,0.0084030321871566
All Population,Prevalence,Chile,Female,Age-standardized,Autism spectrum disorders,Percent,2021,0.005438611108668,0.0094473579662939,0.0028998089574533
All Population,Prevalence,Chile,Male,Age-standardized,Attention-deficit/hyperactivity disorder,Percent,2021,0.0149157720412003,0.0205213053459061,0.0106293226474571
All Population,Prevalence,Chile,Female,Age-standardized,Attention-deficit/hyperactivity disorder,Percent,2021,0.0059324205169173,0.0084369485458154,0.0040599653706152
All Population,Prevalence,Chile,Male,Age-standardized,Conduct disorder,Percent,2021,0.0079050225961762,0.009868386399866,0.0058502563166518
All Population,Prevalence,Chile,Female,Age-standardized,Conduct disorder,Percent,2021,0.0041993801900675,0.0057512938062062,0.0029109836209901
All Population,Prevalence,Kuwait,Male,Age-standardized,Schizophrenia,Percent,2021,0.0038907446240529,0.0048003797690448,0.003075140517899
All Population,Prevalence,Kuwait,Female,Age-standardized,Schizophrenia,Percent,2021,0.0035443366167418,0.0044062687455275,0.0027324618872302
All Population,Prevalence,Timor-Leste,Male,Age-standardized,Schizophrenia,Percent,2021,0.0032817146697706,0.0040518884644358,0.0025895214967377
All Population,Prevalence,Timor-Leste,Female,Age-standardized,Schizophrenia,Percent,2021,0.0027829359930306,0.0034251559729143,0.0021714154972352
All Population,Prevalence,Timor-Leste,Male,Age-standardized,Depressive disorders,Percent,2021,0.023532547751531,0.0298035208808934,0.0186712381335542
All Population,Prevalence,Timor-Leste,Female,Age-standardized,Depressive disorders,Percent,2021,0.0329533888072706,0.0414330811102077,0.0267340407433989
All Population,Prevalence,Georgia,Male,Age-standardized,Depressive disorders,Percent,2021,0.0328653136113618,0.0400750814582147,0.0272861398097372
All Population,Prevalence,Georgia,Female,Age-standardized,Depressive disorders,Percent,2021,0.0512298099969342,0.0612081017731278,0.043415339054656
All Population,Prevalence,Georgia,Male,Age-standardized,Bipolar disorder,Percent,2021,0.0048944252649899,0.0062432488596455,0.0038924711832764
All Population,Prevalence,Georgia,Female,Age-standardized,Bipolar disorder,Percent,2021,0.0051860506356994,0.0065763143471242,0.0041487476592837
All Population,Prevalence,Georgia,Male,Age-standardized,Anxiety disorders,Percent,2021,0.0276267763712251,0.0364696480567377,0.0200682071959155
All Population,Prevalence,Georgia,Female,Age-standardized,Anxiety disorders,Percent,2021,0.0460203208388721,0.0601895125247648,0.0341596289527464
All Population,Prevalence,Georgia,Male,Age-standardized,Eating disorders,Percent,2021,0.0012299915010643,0.0017220883695886,0.0009052832040372
All Population,Prevalence,Georgia,Female,Age-standardized,Eating disorders,Percent,2021,0.0028394938727931,0.0037706169617938,0.0021993876470452
All Population,Prevalence,Georgia,Male,Age-standardized,Autism spectrum disorders,Percent,2021,0.0095613975047416,0.0172959311697514,0.0046992960747981
All Population,Prevalence,Georgia,Female,Age-standardized,Autism spectrum disorders,Percent,2021,0.0035836232932273,0.0065268745633583,0.0017545593479574
All Population,Prevalence,Georgia,Male,Age-standardized,Attention-deficit/hyperactivity disorder,Percent,2021,0.0085992431921333,0.0123377021639092,0.006052908838983
All Population,Prevalence,Georgia,Female,Age-standardized,Attention-deficit/hyperactivity disorder,Percent,2021,0.0033359433536523,0.0046603987930985,0.0022988055227008
All Population,Prevalence,Georgia,Male,Age-standardized,Conduct disorder,Percent,2021,0.0076836156944953,0.0095983680745757,0.0058230030888411
All Population,Prevalence,Georgia,Female,Age-standardized,Conduct disorder,Percent,2021,0.0040539204515082,0.0053455643022987,0.0027947014737874
All Population,Prevalence,Timor-Leste,Male,Age-standardized,Bipolar disorder,Percent,2021,0.0030854317425123,0.0038823330544215,0.0024492589344244
All Population,Prevalence,Timor-Leste,Female,Age-standardized,Bipolar disorder,Percent,2021,0.0031605259907343,0.003986633370492,0.0024808437441017
All Population,Prevalence,Timor-Leste,Male,Age-standardized,Anxiety disorders,Percent,2021,0.0181082607130739,0.0220489345245827,0.0143029311588966
All Population,Prevalence,Timor-Leste,Female,Age-standardized,Anxiety disorders,Percent,2021,0.0288908393610274,0.0345901583931627,0.0228965496148706
All Population,Prevalence,Timor-Leste,Male,Age-standardized,Eating disorders,Percent,2021,0.0006171568183036,0.0008677561192446,0.0004596529521285
All Population,Prevalence,Timor-Leste,Female,Age-standardized,Eating disorders,Percent,2021,0.0015729860576831,0.002082168606388,0.0012073249677996
All Population,Prevalence,Timor-Leste,Male,Age-standardized,Autism spectrum disorders,Percent,2021,0.0093624114583585,0.014314490461745,0.0056137941395135
All Population,Prevalence,Timor-Leste,Female,Age-standardized,Autism spectrum disorders,Percent,2021,0.0030755204413254,0.0049446891753162,0.0017953015806431
All Population,Prevalence,Austria,Male,Age-standardized,Schizophrenia,Percent,2021,0.0033155984782255,0.0040649479948616,0.002627441470924
All Population,Prevalence,Austria,Female,Age-standardized,Schizophrenia,Percent,2021,0.002706571072474,0.0033131677237772,0.0021167861015066
All Population,Prevalence,Senegal,Male,Age-standardized,Depressive disorders,Percent,2021,0.0323830203841388,0.0393596814581684,0.026820035544716
All Population,Prevalence,Senegal,Female,Age-standardized,Depressive disorders,Percent,2021,0.0428260262542099,0.0520220889401739,0.0359255216527462
All Population,Prevalence,Senegal,Male,Age-standardized,Bipolar disorder,Percent,2021,0.0045381976378042,0.0057515856042357,0.0035654772127851
All Population,Prevalence,Senegal,Female,Age-standardized,Bipolar disorder,Percent,2021,0.0046788038646121,0.0060545662808957,0.0036860725792298
All Population,Prevalence,Senegal,Male,Age-standardized,Anxiety disorders,Percent,2021,0.0474142248623295,0.0604927563272945,0.0378573196806699
All Population,Prevalence,Senegal,Female,Age-standardized,Anxiety disorders,Percent,2021,0.0732653509287473,0.0960977417999238,0.0568785594560089
All Population,Prevalence,Senegal,Male,Age-standardized,Eating disorders,Percent,2021,0.0007833130825118,0.001100338112757,0.0005902168545491
All Population,Prevalence,Senegal,Female,Age-standardized,Eating disorders,Percent,2021,0.0019156821814356,0.0025035392247362,0.0014768969031851
All Population,Prevalence,Senegal,Male,Age-standardized,Autism spectrum disorders,Percent,2021,0.010494681420616,0.0193380125830114,0.0051825302291635
All Population,Prevalence,Senegal,Female,Age-standardized,Autism spectrum disorders,Percent,2021,0.0039162541245505,0.007274541442238,0.0019411446113392
All Population,Prevalence,Türkiye,Male,Age-standardized,Schizophrenia,Percent,2021,0.002866556386319,0.0035812236271275,0.0022666563908298
