population_group,measure,location,sex,age,cause,metric,year,val,upper,lower
All Population,Prevalence,Democratic People's Republic of Korea,Male,All ages,Conduct disorder,Percent,2023,0.0047688029555526,0.006198342156172,0.003528356056724
All Population,Prevalence,Democratic People's Republic of Korea,Female,All ages,Conduct disorder,Percent,2023,0.0018181153211977,0.002430045295492,0.0012374582043161
All Population,Prevalence,Togo,Male,All ages,Schizophrenia,Percent,2023,0.0022705958617639,0.0029043333104995,0.0017410752524758
All Population,Prevalence,Togo,Female,All ages,Schizophrenia,Percent,2023,0.002517636936295,0.0031381531981618,0.0019263328336038
All Population,Prevalence,China,Male,All ages,Schizophrenia,Percent,2023,0.0041647008651483,0.0048868556310425,0.0034910197602838
All Population,Prevalence,China,Female,All ages,Schizophrenia,Percent,2023,0.0036209328221488,0.0042435213273454,0.0030379339171449
All Population,Prevalence,Andorra,Male,All ages,Schizophrenia,Percent,2023,0.0043754934795925,0.0053751743442563,0.0033766395700642
All Population,Prevalence,Andorra,Female,All ages,Schizophrenia,Percent,2023,0.0037040515198938,0.0046046217898541,0.0029376153608909
All Population,Prevalence,Andorra,Male,All ages,Depressive disorders,Percent,2023,0.0347209577798927,0.039555390957439,0.0309789928466265
All Population,Prevalence,Andorra,Female,All ages,Depressive disorders,Percent,2023,0.0606402064003555,0.0684590867666949,0.0543533519937712
All Population,Prevalence,Philippines,Male,All ages,Schizophrenia,Percent,2023,0.0033556070960369,0.0039384912343095,0.0028229655155526
All Population,Prevalence,Philippines,Female,All ages,Schizophrenia,Percent,2023,0.0029886987796121,0.0034979658242397,0.0025353414774883
All Population,Prevalence,Tonga,Male,All ages,Schizophrenia,Percent,2023,0.0029963699897779,0.0036953840066513,0.0023528784545283
All Population,Prevalence,Tonga,Female,All ages,Schizophrenia,Percent,2023,0.0028408770541698,0.0034792223818387,0.0022034528416269
All Population,Prevalence,Andorra,Male,All ages,Bipolar disorder,Percent,2023,0.0072897027872197,0.0092244257147103,0.0057251769409734
All Population,Prevalence,Andorra,Female,All ages,Bipolar disorder,Percent,2023,0.0083511637199406,0.0106421879204138,0.0065535241317254
All Population,Prevalence,Andorra,Male,All ages,Anxiety disorders,Percent,2023,0.0742903826291489,0.0863165147958872,0.0638881012198829
All Population,Prevalence,Andorra,Female,All ages,Anxiety disorders,Percent,2023,0.1192743023548089,0.1362957603903552,0.1049722436997798
All Population,Prevalence,Andorra,Male,All ages,Eating disorders,Percent,2023,0.0029265019210768,0.0038829119876603,0.0022534956331817
All Population,Prevalence,Andorra,Female,All ages,Eating disorders,Percent,2023,0.006741816241803,0.0086045966116266,0.0052696843659714
All Population,Prevalence,Andorra,Male,All ages,Autism spectrum disorders,Percent,2023,0.0136069139637765,0.0248205047719566,0.0077071254359654
All Population,Prevalence,Andorra,Female,All ages,Autism spectrum disorders,Percent,2023,0.0041109195872997,0.0060671009545106,0.0027056978016292
All Population,Prevalence,Andorra,Male,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.0119841022140241,0.0166100346928592,0.008642355507114
All Population,Prevalence,Andorra,Female,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.0046675427545883,0.0064092735198703,0.0033066763999424
All Population,Prevalence,Andorra,Male,All ages,Conduct disorder,Percent,2023,0.0041520635498277,0.0051180210168787,0.0031497690355682
All Population,Prevalence,Andorra,Female,All ages,Conduct disorder,Percent,2023,0.0021838161484324,0.0028840936860499,0.0015233887078112
All Population,Prevalence,Andorra,Male,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0044004891588045,0.0095616059702979,0.0010209869238893
All Population,Prevalence,Andorra,Female,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0046753234049036,0.0085983539066263,0.0020565394023143
All Population,Prevalence,Andorra,Male,All ages,Other mental disorders,Percent,2023,0.0279239870992883,0.0347842011629364,0.0216960657441649
All Population,Prevalence,Andorra,Female,All ages,Other mental disorders,Percent,2023,0.0180338415789501,0.0221706819697442,0.0141275351694165
All Population,Prevalence,Philippines,Male,All ages,Depressive disorders,Percent,2023,0.0233182607780858,0.028285094743426,0.019104479098999
All Population,Prevalence,Philippines,Female,All ages,Depressive disorders,Percent,2023,0.0336340199964002,0.0404067185508949,0.0281895245307881
All Population,Prevalence,Haiti,Male,All ages,Depressive disorders,Percent,2023,0.0316901234397912,0.0390781284501659,0.025614557361793
All Population,Prevalence,Haiti,Female,All ages,Depressive disorders,Percent,2023,0.0576455329568236,0.0697087403469028,0.0473882714476547
All Population,Prevalence,Democratic People's Republic of Korea,Male,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.006899731876749,0.0131421455900076,0.0029538603584605
All Population,Prevalence,Democratic People's Republic of Korea,Female,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.005373066368456,0.0097822127368699,0.002559624948005
All Population,Prevalence,Democratic People's Republic of Korea,Male,All ages,Other mental disorders,Percent,2023,0.02218148719532,0.0277729578684383,0.0174331074661389
All Population,Prevalence,Democratic People's Republic of Korea,Female,All ages,Other mental disorders,Percent,2023,0.0155770777237754,0.0199165358470633,0.0123474974199319
All Population,Prevalence,Poland,Male,All ages,Schizophrenia,Percent,2023,0.0040932934765363,0.0047951969963812,0.003498625249148
All Population,Prevalence,Poland,Female,All ages,Schizophrenia,Percent,2023,0.0037439722094371,0.0043866052493072,0.0032065931659933
All Population,Prevalence,Dominican Republic,Male,All ages,Schizophrenia,Percent,2023,0.0035650625372751,0.0044093486894209,0.0028082622328039
All Population,Prevalence,Dominican Republic,Female,All ages,Schizophrenia,Percent,2023,0.0032463196296848,0.0040214501229388,0.0025347956169915
All Population,Prevalence,Dominican Republic,Male,All ages,Depressive disorders,Percent,2023,0.0317297680856337,0.0398683456814864,0.0255669400413551
All Population,Prevalence,Dominican Republic,Female,All ages,Depressive disorders,Percent,2023,0.0594027397237288,0.0726194454325207,0.0485794546448868
All Population,Prevalence,Dominican Republic,Male,All ages,Bipolar disorder,Percent,2023,0.0072531585662492,0.0094896409494032,0.0056343292930463
All Population,Prevalence,Dominican Republic,Female,All ages,Bipolar disorder,Percent,2023,0.0081903433172692,0.010714165912231,0.0063812582861084
All Population,Prevalence,Dominican Republic,Male,All ages,Anxiety disorders,Percent,2023,0.0614987972526215,0.0792215079338371,0.046863314899039
All Population,Prevalence,Dominican Republic,Female,All ages,Anxiety disorders,Percent,2023,0.1070567024988801,0.1338499482534104,0.0826242314082424
All Population,Prevalence,Dominican Republic,Male,All ages,Eating disorders,Percent,2023,0.0024005460405792,0.0033292194896131,0.0018149336379182
All Population,Prevalence,Dominican Republic,Female,All ages,Eating disorders,Percent,2023,0.0063794898611449,0.0089423007368286,0.0049125048131705
All Population,Prevalence,Dominican Republic,Male,All ages,Autism spectrum disorders,Percent,2023,0.0085777611189261,0.0152771312504423,0.0044448031165708
All Population,Prevalence,Dominican Republic,Female,All ages,Autism spectrum disorders,Percent,2023,0.0031070496804457,0.0055915884269067,0.0016233528629414
All Population,Prevalence,Haiti,Male,All ages,Bipolar disorder,Percent,2023,0.0063531213512409,0.0083841948743981,0.0049978911026246
All Population,Prevalence,Haiti,Female,All ages,Bipolar disorder,Percent,2023,0.0073606229414031,0.0095757399009868,0.0056190833180465
All Population,Prevalence,Haiti,Male,All ages,Anxiety disorders,Percent,2023,0.0536727069770615,0.0708777743308457,0.0408560350383418
All Population,Prevalence,Haiti,Female,All ages,Anxiety disorders,Percent,2023,0.0774232014811148,0.0974537453820452,0.0596026963689573
All Population,Prevalence,Haiti,Male,All ages,Eating disorders,Percent,2023,0.0013112000352479,0.0018525438776506,0.0009772928713363
All Population,Prevalence,Haiti,Female,All ages,Eating disorders,Percent,2023,0.0034503420762707,0.004744383058656,0.0026297517329863
All Population,Prevalence,Haiti,Male,All ages,Autism spectrum disorders,Percent,2023,0.0097437082059966,0.0188092172017055,0.0049385717213915
All Population,Prevalence,Haiti,Female,All ages,Autism spectrum disorders,Percent,2023,0.0034893240725411,0.0065455249581064,0.0017827628011431
All Population,Prevalence,Haiti,Male,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.0413587988084242,0.0573028985250612,0.0295259603532019
All Population,Prevalence,Haiti,Female,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.0151543918232661,0.0210745974426314,0.0108684986648546
All Population,Prevalence,Haiti,Male,All ages,Conduct disorder,Percent,2023,0.0091650971279453,0.0113739531811219,0.0070538333308399
All Population,Prevalence,Haiti,Female,All ages,Conduct disorder,Percent,2023,0.0045062923752032,0.0061120177330323,0.0031113872349022
All Population,Prevalence,Haiti,Male,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0053168594695907,0.0113847082591532,0.0013152098242423
All Population,Prevalence,Haiti,Female,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0045853767880289,0.0092226206696547,0.0019347873827626
All Population,Prevalence,Haiti,Male,All ages,Other mental disorders,Percent,2023,0.0155051502203797,0.0195206635962683,0.0120059174540509
All Population,Prevalence,Haiti,Female,All ages,Other mental disorders,Percent,2023,0.011009108438139,0.0141055557062891,0.0085561727672939
All Population,Prevalence,China,Male,All ages,Depressive disorders,Percent,2023,0.0334013287773197,0.0385183274357099,0.0294582716320123
All Population,Prevalence,China,Female,All ages,Depressive disorders,Percent,2023,0.053052557712349,0.0599031583062822,0.0480138216344741
All Population,Prevalence,China,Male,All ages,Bipolar disorder,Percent,2023,0.002317020962409,0.0027236407909168,0.0020006228189407
All Population,Prevalence,China,Female,All ages,Bipolar disorder,Percent,2023,0.0026303050587455,0.0030674007183699,0.0022795978826681
All Population,Prevalence,China,Male,All ages,Anxiety disorders,Percent,2023,0.0343655577457926,0.0470413951998209,0.0257871918751786
All Population,Prevalence,China,Female,All ages,Anxiety disorders,Percent,2023,0.0506299671254696,0.0678340835130742,0.0387177037700309
All Population,Prevalence,China,Male,All ages,Eating disorders,Percent,2023,0.0010976208615252,0.0015426461140032,0.0008192014111957
All Population,Prevalence,China,Female,All ages,Eating disorders,Percent,2023,0.0017555983768164,0.0023204575510368,0.0013683258032683
All Population,Prevalence,Cabo Verde,Male,All ages,Other mental disorders,Percent,2023,0.0190390223920544,0.0240307734251543,0.0148713557337742
All Population,Prevalence,Cabo Verde,Female,All ages,Other mental disorders,Percent,2023,0.0129853813832957,0.0165610721940831,0.0102456758327181
All Population,Prevalence,Sri Lanka,Male,All ages,Schizophrenia,Percent,2023,0.003690509795906,0.0045965525107837,0.0029080291253721
All Population,Prevalence,Sri Lanka,Female,All ages,Schizophrenia,Percent,2023,0.0034557128440488,0.0042095664928922,0.0027188610848541
All Population,Prevalence,China,Male,All ages,Autism spectrum disorders,Percent,2023,0.0072338051544629,0.0107936773566061,0.0046314993443649
All Population,Prevalence,China,Female,All ages,Autism spectrum disorders,Percent,2023,0.0026993913947087,0.0042328629889843,0.0016540930056231
All Population,Prevalence,China,Male,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.0233379218508861,0.031834602330037,0.0169270506637555
All Population,Prevalence,China,Female,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.0078723073988048,0.0107038898679071,0.005641526332495
All Population,Prevalence,China,Male,All ages,Conduct disorder,Percent,2023,0.0048600467016314,0.00608484568972,0.0035529892737303
All Population,Prevalence,China,Female,All ages,Conduct disorder,Percent,2023,0.0018902039174514,0.0025527246633084,0.0013153384727256
All Population,Prevalence,China,Male,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0100034967258346,0.0178070697168099,0.005007252746708
All Population,Prevalence,China,Female,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0084805675319646,0.0143178213618303,0.0047435696764438
All Population,Prevalence,China,Male,All ages,Other mental disorders,Percent,2023,0.0225964446866,0.0289732999505183,0.0179993023792773
All Population,Prevalence,China,Female,All ages,Other mental disorders,Percent,2023,0.0159747903357479,0.0196358060145296,0.01266648852461
All Population,Prevalence,Sri Lanka,Male,All ages,Depressive disorders,Percent,2023,0.0274107169541917,0.0342844995377599,0.0220906920583138
All Population,Prevalence,Sri Lanka,Female,All ages,Depressive disorders,Percent,2023,0.0351531471148439,0.0438683924625277,0.0283344323021336
All Population,Prevalence,Sri Lanka,Male,All ages,Bipolar disorder,Percent,2023,0.0034879377503109,0.0044369234573994,0.002744445054133
All Population,Prevalence,Sri Lanka,Female,All ages,Bipolar disorder,Percent,2023,0.0036847499222934,0.0046305947536549,0.0029543536549852
All Population,Prevalence,Nauru,Male,All ages,Bipolar disorder,Percent,2023,0.0034003713561242,0.0045212505610248,0.0026768062290388
All Population,Prevalence,Nauru,Female,All ages,Bipolar disorder,Percent,2023,0.0034691725598078,0.0045732112033865,0.0026944075964893
All Population,Prevalence,Nauru,Male,All ages,Anxiety disorders,Percent,2023,0.0436720460237206,0.0670821018552399,0.0302945938500783
All Population,Prevalence,Nauru,Female,All ages,Anxiety disorders,Percent,2023,0.0587140983370241,0.0841493603927679,0.0430076068731866
All Population,Prevalence,Nauru,Male,All ages,Eating disorders,Percent,2023,0.0011994359055222,0.0016994861648885,0.00090700621005
All Population,Prevalence,Nauru,Female,All ages,Eating disorders,Percent,2023,0.0025758301265111,0.0034094900344449,0.0019642629512737
All Population,Prevalence,Nauru,Male,All ages,Autism spectrum disorders,Percent,2023,0.0097131219722605,0.018390314273965,0.0050676589505447
All Population,Prevalence,Nauru,Female,All ages,Autism spectrum disorders,Percent,2023,0.0033963295259449,0.0059862432585961,0.0018424726519299
All Population,Prevalence,Nauru,Male,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.015541605524642,0.0216034703842307,0.010652538895097
All Population,Prevalence,Nauru,Female,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.0054819321555137,0.0077261147373155,0.0038244801952522
All Population,Prevalence,Nauru,Male,All ages,Conduct disorder,Percent,2023,0.0083904715937481,0.0106674730929217,0.0062482416055851
All Population,Prevalence,Nauru,Female,All ages,Conduct disorder,Percent,2023,0.0038006835278095,0.0051070087557005,0.0025822559748632
All Population,Prevalence,Nauru,Male,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0053568701012182,0.0112640797822339,0.0017163836593107
All Population,Prevalence,Nauru,Female,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0057643276929449,0.0105718090550792,0.0028091979411999
All Population,Prevalence,Nauru,Male,All ages,Other mental disorders,Percent,2023,0.0151118356718073,0.0190844615095815,0.0117432812549243
All Population,Prevalence,Nauru,Female,All ages,Other mental disorders,Percent,2023,0.0103902917904259,0.0133494864075248,0.0080237622333391
All Population,Prevalence,Central African Republic,Male,All ages,Schizophrenia,Percent,2023,0.0018266879182269,0.0023008936341877,0.001380136853126
All Population,Prevalence,Central African Republic,Female,All ages,Schizophrenia,Percent,2023,0.0018480904357181,0.0022878088677847,0.0014361911707352
All Population,Prevalence,Poland,Male,All ages,Depressive disorders,Percent,2023,0.0257035226896862,0.0297661141505955,0.0225303430541636
All Population,Prevalence,Poland,Female,All ages,Depressive disorders,Percent,2023,0.0418957207059795,0.0480698251581565,0.0375680921147079
All Population,Prevalence,Poland,Male,All ages,Bipolar disorder,Percent,2023,0.0057042889719652,0.0066175845794497,0.0048727234292516
All Population,Prevalence,Poland,Female,All ages,Bipolar disorder,Percent,2023,0.0061127158399756,0.007073082692981,0.0052766299773018
All Population,Prevalence,Poland,Male,All ages,Anxiety disorders,Percent,2023,0.0311713771129479,0.0402258406836917,0.0233335712580286
All Population,Prevalence,Poland,Female,All ages,Anxiety disorders,Percent,2023,0.0630812233136515,0.0801055661650204,0.0504064627877047
All Population,Prevalence,Poland,Male,All ages,Eating disorders,Percent,2023,0.0015207249409445,0.0020770956419276,0.0011112443829547
All Population,Prevalence,Poland,Female,All ages,Eating disorders,Percent,2023,0.003144722173287,0.0041379942312993,0.0024181661628821
All Population,Prevalence,Poland,Male,All ages,Autism spectrum disorders,Percent,2023,0.0092999472153879,0.0194670540730667,0.0041929736722906
All Population,Prevalence,Poland,Female,All ages,Autism spectrum disorders,Percent,2023,0.0033190768298824,0.0069378893158676,0.001500663871448
All Population,Prevalence,Poland,Male,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.0066005478948365,0.0092942226246309,0.0046205985850502
All Population,Prevalence,Poland,Female,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.0022811418379225,0.0031848693508207,0.0015659214360758
All Population,Prevalence,Poland,Male,All ages,Conduct disorder,Percent,2023,0.0051417661433979,0.0064447143915729,0.0038837284470544
All Population,Prevalence,Poland,Female,All ages,Conduct disorder,Percent,2023,0.0026437221707783,0.0034645999445899,0.0018506607543618
All Population,Prevalence,Poland,Male,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0139012743807082,0.0237407283063449,0.0070026464698587
All Population,Prevalence,Poland,Female,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0100212552174452,0.016675732925738,0.0054118756268247
All Population,Prevalence,Poland,Male,All ages,Other mental disorders,Percent,2023,0.0233637846188437,0.02984324215292,0.0185995500936825
All Population,Prevalence,Poland,Female,All ages,Other mental disorders,Percent,2023,0.016850402807542,0.0205773039215145,0.0135072741330196
All Population,Prevalence,Iraq,Male,All ages,Schizophrenia,Percent,2023,0.0032539039900254,0.0041047173486103,0.0025011659942401
All Population,Prevalence,Iraq,Female,All ages,Schizophrenia,Percent,2023,0.0028596676133199,0.0035945916880981,0.0021821408702836
All Population,Prevalence,Iraq,Male,All ages,Depressive disorders,Percent,2023,0.0352778520645868,0.0425236014314251,0.0294401425363039
All Population,Prevalence,Iraq,Female,All ages,Depressive disorders,Percent,2023,0.0524077182686553,0.0623093297466363,0.0440848630221291
All Population,Prevalence,Togo,Male,All ages,Depressive disorders,Percent,2023,0.0350393260231178,0.045405581046968,0.026650437822081
All Population,Prevalence,Togo,Female,All ages,Depressive disorders,Percent,2023,0.0459391892914231,0.0585422596369414,0.0353007437021286
All Population,Prevalence,Togo,Male,All ages,Bipolar disorder,Percent,2023,0.0038030006595412,0.0049739802571097,0.0029456859971996
All Population,Prevalence,Togo,Female,All ages,Bipolar disorder,Percent,2023,0.0041312330813685,0.0054034849893413,0.0032526605956727
All Population,Prevalence,Togo,Male,All ages,Anxiety disorders,Percent,2023,0.0772936580059778,0.1161458934738263,0.0560992503631303
All Population,Prevalence,Togo,Female,All ages,Anxiety disorders,Percent,2023,0.1327074168099745,0.2020105931770772,0.0873433952159381
All Population,Prevalence,Togo,Male,All ages,Eating disorders,Percent,2023,0.0007404468789612,0.0010483448028753,0.0005495402725737
All Population,Prevalence,Togo,Female,All ages,Eating disorders,Percent,2023,0.0018304799710733,0.0024353412845778,0.0014062909788567
All Population,Prevalence,Togo,Male,All ages,Autism spectrum disorders,Percent,2023,0.0118771415207387,0.0246506696173367,0.0056629776306783
All Population,Prevalence,Togo,Female,All ages,Autism spectrum disorders,Percent,2023,0.00435360361321,0.0087836898694962,0.0020977047050646
All Population,Prevalence,Togo,Male,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.0146763824574943,0.0204840724549312,0.0098388957345196
All Population,Prevalence,Togo,Female,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.0069606417422196,0.009870489453872,0.0047531081308897
All Population,Prevalence,Togo,Male,All ages,Conduct disorder,Percent,2023,0.0102018843870965,0.0128652967063163,0.0077716568680964
All Population,Prevalence,Togo,Female,All ages,Conduct disorder,Percent,2023,0.0052091718979343,0.0068377416383928,0.0035672484828588
All Population,Prevalence,Togo,Male,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0025678971878147,0.0073836842126549,0.0003390626502114
All Population,Prevalence,Togo,Female,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.002503365239001,0.0056778409957996,0.0005322236194919
All Population,Prevalence,Togo,Male,All ages,Other mental disorders,Percent,2023,0.013861457641255,0.0175164873866942,0.0107250604797497
All Population,Prevalence,Togo,Female,All ages,Other mental disorders,Percent,2023,0.0100573241490665,0.0129522009498574,0.0077684923504225
All Population,Prevalence,South Sudan,Male,All ages,Depressive disorders,Percent,2023,0.028677136568899,0.03394526708083,0.0241685094862149
All Population,Prevalence,South Sudan,Female,All ages,Depressive disorders,Percent,2023,0.0403580229463048,0.0477306348826897,0.0340251797466495
All Population,Prevalence,South Sudan,Male,All ages,Bipolar disorder,Percent,2023,0.0034836042083631,0.0046362020853478,0.0026765679666971
All Population,Prevalence,South Sudan,Female,All ages,Bipolar disorder,Percent,2023,0.0039326999754296,0.0052535072390226,0.0030105785404847
All Population,Prevalence,South Sudan,Male,All ages,Anxiety disorders,Percent,2023,0.0657446035850942,0.0824341179150685,0.0514329774607884
All Population,Prevalence,South Sudan,Female,All ages,Anxiety disorders,Percent,2023,0.0732881739340695,0.0896236740499403,0.0592966155917551
All Population,Prevalence,South Sudan,Male,All ages,Eating disorders,Percent,2023,0.0006372529167518,0.0008651115323314,0.0004771400485323
All Population,Prevalence,South Sudan,Female,All ages,Eating disorders,Percent,2023,0.0016141579853126,0.002157482241153,0.0012293812015904
All Population,Prevalence,South Sudan,Male,All ages,Autism spectrum disorders,Percent,2023,0.0133680170368001,0.028347445183419,0.0064313980561175
All Population,Prevalence,South Sudan,Female,All ages,Autism spectrum disorders,Percent,2023,0.0049077650016761,0.0102691976698726,0.0023397264999101
All Population,Prevalence,South Sudan,Male,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.0220623190784429,0.0311328008160449,0.0151896449074748
All Population,Prevalence,South Sudan,Female,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.008089531809621,0.0115559854014755,0.0054812390728665
All Population,Prevalence,South Sudan,Male,All ages,Conduct disorder,Percent,2023,0.0121192910902524,0.015115160896232,0.0093899770794571
All Population,Prevalence,South Sudan,Female,All ages,Conduct disorder,Percent,2023,0.0056449343102435,0.0076091748993374,0.0039159962730606
All Population,Prevalence,South Sudan,Male,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.003014830738549,0.0079846241730468,0.0004155888420361
All Population,Prevalence,South Sudan,Female,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0030226440173956,0.0067020479068105,0.0006456106760348
All Population,Prevalence,South Sudan,Male,All ages,Other mental disorders,Percent,2023,0.0126901832654967,0.0160289302143122,0.00980875877331
All Population,Prevalence,South Sudan,Female,All ages,Other mental disorders,Percent,2023,0.0090447559155707,0.0117194943765069,0.0069490487789649
All Population,Prevalence,Iraq,Male,All ages,Bipolar disorder,Percent,2023,0.0057490589221737,0.0076012467917514,0.0044505804267116
All Population,Prevalence,Iraq,Female,All ages,Bipolar disorder,Percent,2023,0.0060798776306294,0.0080622287649499,0.0047915934478756
All Population,Prevalence,Iraq,Male,All ages,Anxiety disorders,Percent,2023,0.06125319513483,0.0863418970107856,0.0450757229604645
All Population,Prevalence,Iraq,Female,All ages,Anxiety disorders,Percent,2023,0.1019722684570524,0.1377115113303343,0.0767382742860331
All Population,Prevalence,Iraq,Male,All ages,Eating disorders,Percent,2023,0.0018886101933032,0.0026446522517681,0.0013832181683197
All Population,Prevalence,Iraq,Female,All ages,Eating disorders,Percent,2023,0.0039864183828193,0.0056407139397633,0.0030336920922289
All Population,Prevalence,Iraq,Male,All ages,Autism spectrum disorders,Percent,2023,0.0081822464822215,0.0133713803735581,0.0048685739737774
All Population,Prevalence,Iraq,Female,All ages,Autism spectrum disorders,Percent,2023,0.0040240303139621,0.0070846310026484,0.0022870988602498
All Population,Prevalence,Iraq,Male,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.0183750881972066,0.0251510369952343,0.0132783530979706
All Population,Prevalence,Iraq,Female,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.0039401139616301,0.0055217699669449,0.002743571368634
All Population,Prevalence,Iraq,Male,All ages,Conduct disorder,Percent,2023,0.0079536544125644,0.0104111699230063,0.0059496925138771
All Population,Prevalence,Iraq,Female,All ages,Conduct disorder,Percent,2023,0.0032919595890747,0.0044119781819617,0.0022846055243129
All Population,Prevalence,Iraq,Male,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0075080935980414,0.0145107381394356,0.0031850191050262
All Population,Prevalence,Iraq,Female,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0057792915576879,0.0108139145298966,0.0023797106692176
All Population,Prevalence,Madagascar,Male,All ages,Schizophrenia,Percent,2023,0.0022559982730432,0.0028183382652196,0.0017232681387497
All Population,Prevalence,Madagascar,Female,All ages,Schizophrenia,Percent,2023,0.002237468064494,0.0028084483988488,0.0016883635267127
All Population,Prevalence,Madagascar,Male,All ages,Depressive disorders,Percent,2023,0.0293022269295465,0.0347216536002632,0.0246854495954683
All Population,Prevalence,Madagascar,Female,All ages,Depressive disorders,Percent,2023,0.0405621564755681,0.0478286822380563,0.0342469570338526
All Population,Prevalence,Madagascar,Male,All ages,Bipolar disorder,Percent,2023,0.003596717412143,0.0048024963228295,0.0027348985963176
All Population,Prevalence,Madagascar,Female,All ages,Bipolar disorder,Percent,2023,0.0039403935096794,0.005233488938797,0.0030609909388577
All Population,Prevalence,Madagascar,Male,All ages,Anxiety disorders,Percent,2023,0.047653049712244,0.0596824386993873,0.0372961808529546
All Population,Prevalence,Madagascar,Female,All ages,Anxiety disorders,Percent,2023,0.0548191983158636,0.067177803627709,0.0441240214631472
All Population,Prevalence,Madagascar,Male,All ages,Eating disorders,Percent,2023,0.0006965880660789,0.0009839513380842,0.0005163442123887
All Population,Prevalence,Madagascar,Female,All ages,Eating disorders,Percent,2023,0.0017327243642389,0.0023163715091393,0.0012966973056574
All Population,Prevalence,Madagascar,Male,All ages,Autism spectrum disorders,Percent,2023,0.0135294099944364,0.0279579704935964,0.0065769236232861
All Population,Prevalence,Madagascar,Female,All ages,Autism spectrum disorders,Percent,2023,0.0049984627215362,0.0103637812010439,0.0023796504001667
All Population,Prevalence,Peru,Male,All ages,Anxiety disorders,Percent,2023,0.0790825224485347,0.1002008335232468,0.0590794410936188
All Population,Prevalence,Peru,Female,All ages,Anxiety disorders,Percent,2023,0.1326314971446053,0.1617513376076024,0.101111792755597
All Population,Prevalence,Peru,Male,All ages,Eating disorders,Percent,2023,0.0024475757068745,0.0033015052141136,0.0018698856401977
All Population,Prevalence,Peru,Female,All ages,Eating disorders,Percent,2023,0.007360539377523,0.0097855526091191,0.0057431348705379
All Population,Prevalence,Peru,Male,All ages,Autism spectrum disorders,Percent,2023,0.0097497247175529,0.017397002414105,0.0050222563892365
All Population,Prevalence,Peru,Female,All ages,Autism spectrum disorders,Percent,2023,0.0035318516932617,0.006301864659743,0.0018207619041983
All Population,Prevalence,Peru,Male,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.0241497005421805,0.0335539662505891,0.0173678808008479
All Population,Prevalence,Peru,Female,All ages,Attention-deficit/hyperactivity disorder,Percent,2023,0.0098289040432511,0.0135978127660638,0.0069141137793893
All Population,Prevalence,Peru,Male,All ages,Conduct disorder,Percent,2023,0.007302716194906,0.0090324792207851,0.0056104333710314
All Population,Prevalence,Peru,Female,All ages,Conduct disorder,Percent,2023,0.0037607486028397,0.0050107136567091,0.0026225965447352
All Population,Prevalence,Peru,Male,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0046617673439986,0.00999716472969,0.0015381358266687
All Population,Prevalence,Peru,Female,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0042080548156252,0.0080114870151731,0.0018856376160903
All Population,Prevalence,Peru,Male,All ages,Other mental disorders,Percent,2023,0.019253989762349,0.0241460123272668,0.0151003178298177
All Population,Prevalence,Peru,Female,All ages,Other mental disorders,Percent,2023,0.0132499696267912,0.0169249801389881,0.0104474777772789
All Population,Prevalence,Madagascar,Male,All ages,Idiopathic developmental intellectual disability,Percent,2023,0.0031753890240326,0.0078736072670865,0.0004157840989054
